Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,Total_Quantity,Current_Price
42119-1,Monster Jam Max-D,2021,Technic,Technical,Licensed,Normal,Box,3,Retail,230.0,,2692.0,3.8,8.0,13.0
42120-1,Rescue Hovercraft,2021,Technic,Technical,,Normal,Box,3,Retail,457.0,,1853.0,4.0,5.0,26.0
42121-1,Heavy Duty Excavator,2021,Technic,Technical,,Normal,Box,3,Retail,569.0,,2930.0,4.1,14.0,54.99
42122-1,Jeep Wrangler,2021,Technic,Technical,Licensed,Normal,Box,2,Retail,665.0,,5864.0,4.0,5.0,36.0
42123-1,McLaren Senna GTR,2021,Technic,Technical,Licensed,Normal,Box,2,Retail,830.0,,6033.0,4.1,2.0,39.99
42124-1,Off-Road Buggy,2021,Technic,Technical,,Normal,Box,5,Retail,374.0,,1782.0,3.8,5.0,145.0
42125-1,Ferrari 488 GTE 'AF Corse #51',2021,Technic,Technical,Licensed,Normal,Box,7,Retail,1677.0,,4492.0,4.0,8.0,145.9927
42126-1,Ford F-150 Raptor,2021,Technic,Technical,Licensed,Normal,{Not specified},7,Retail,1379.0,,3242.0,4.0,13.0,105.0
42128-1,Heavy-Duty Tow Truck,2021,Technic,Technical,,Normal,Box,2,Retail,2017.0,,3237.0,4.6,4.0,163.99
43101-1,Ice Cream Saxophonist,2021,Vidiyo,Licensed,Bandmates - Series 1,Normal,Box with handle,2,Retail,9.0,1.0,2354.0,3.8,17.0,4.49
43101-2,Samurapper,2021,Vidiyo,Licensed,Bandmates - Series 1,Normal,Box with handle,0,Retail,11.0,1.0,2109.0,3.2,6.0,47.4095
43102-1,Candy Mermaid BeatBox,2021,Vidiyo,Licensed,BeatBox,Normal,Box,2,Retail,71.0,1.0,2930.0,3.4,9.0,8.0
43103-1,Punk Pirate BeatBox,2021,Vidiyo,Licensed,BeatBox,Normal,Box,2,Retail,73.0,1.0,2879.0,3.5,8.0,20.4
43104-1,Alien DJ BeatBox,2021,Vidiyo,Licensed,BeatBox,Normal,Box,2,Retail,73.0,1.0,2895.0,3.7,14.0,10.4
43105-1,Party Llama BeatBox,2021,Vidiyo,Licensed,BeatBox,Normal,Box,2,Retail,82.0,1.0,3641.0,3.3,9.0,4.99
43106-1,Unicorn DJ BeatBox,2021,Vidiyo,Licensed,BeatBox,Normal,Box,2,Retail,84.0,1.0,2758.0,3.3,14.0,6.45
43107-1,HipHop Robot BeatBox,2021,Vidiyo,Licensed,BeatBox,Normal,Box,2,Retail,73.0,1.0,2842.0,3.5,18.0,7.9
43108-1,Alien Dancer,2021,Vidiyo,Licensed,Bandmates - Series 2,Normal,Box with handle,2,Retail - limited,12.0,1.0,543.0,0.0,6.0,9.99
43108-2,Discowgirl Guitarist,2021,Vidiyo,Licensed,Bandmates - Series 2,Normal,Box with handle,0,Retail - limited,13.0,1.0,547.0,0.0,4.0,110.1805
43109-1,Metal Dragon BeatBox,2021,Vidiyo,Licensed,BeatBox,Normal,Box,2,Retail,86.0,1.0,2313.0,3.5,24.0,12.99
43110-1,Folk Fairy BeatBox,2021,Vidiyo,Licensed,BeatBox,Normal,Box,2,Retail,89.0,1.0,2043.0,3.6,9.0,10.4
43111-1,Candy Castle Stage,2021,Vidiyo,Licensed,Stages,Normal,Box,2,Retail,344.0,2.0,1659.0,3.6,1.0,18.0
43112-1,Robo HipHop Car,2021,Vidiyo,Licensed,Stages,Normal,Box,2,Retail,387.0,2.0,1928.0,3.7,1.0,18.0
43113-1,K-Pawp Concert,2021,Vidiyo,Licensed,Stages,Normal,Box,2,Retail,514.0,3.0,1430.0,0.0,3.0,30.0
43114-1,Punk Pirate Ship,2021,Vidiyo,Licensed,Stages,Normal,Box,2,Retail,615.0,3.0,1672.0,4.2,3.0,39.0
43115-1,The Boombox,2021,Vidiyo,Licensed,Stages,Normal,Box,2,Retail,996.0,4.0,1520.0,4.0,2.0,55.0
43184-1,Raya and Sisu Dragon,2021,Disney,Licensed,Raya and the Last Dragon,Normal,Box,4,Retail,216.0,1.0,1084.0,0.0,2.0,21.0
43185-1,Boun's Boat,2021,Disney,Licensed,Raya and the Last Dragon,Normal,Box,2,Retail,247.0,2.0,920.0,0.0,2.0,32.5
43186-1,Bruni the Salamander Buildable Character,2021,Disney,Licensed,Frozen II,Normal,Box,2,Retail,96.0,,2336.0,3.9,5.0,8.4
43189-1,Elsa and the Nokk Storybook Adventures,2021,Disney,Licensed,Storybook Adventures,Normal,Box,2,Retail,125.0,5.0,1455.0,0.0,4.0,11.0
43191-1,Ariel's Celebration Boat,2021,Disney,Licensed,The Little Mermaid,Normal,Box,6,Retail,114.0,2.0,497.0,0.0,5.0,25.0
43192-1,Cinderella's Royal Carriage,2021,Disney,Licensed,Cinderella,Normal,Box,2,Retail,237.0,2.0,1078.0,0.0,8.0,38.5
43193-1,"Ariel, Belle, Cinderella and Tiana's Storybook Adventures",2021,Disney,Licensed,Storybook Adventures,Normal,Box,2,Retail,130.0,5.0,1021.0,0.0,6.0,21.99
43194-1,Anna and Elsa's Frozen Wonderland,2021,Disney,Licensed,Frozen,Normal,Box,6,Retail,154.0,6.0,444.0,0.0,1.0,29.0
43197-1,The Ice Castle,2021,Disney,Licensed,Frozen,Normal,Box,2,LEGO exclusive,1709.0,9.0,1106.0,4.2,1.0,190.0
43200-1,Antonio's Magical Door,2021,Disney,Licensed,Encanto,Normal,Box,2,Retail,99.0,2.0,891.0,0.0,2.0,14.5211
43201-1,Isabela's Magical Door,2021,Disney,Licensed,Encanto,Normal,Box,2,Retail,114.0,3.0,767.0,0.0,1.0,17.1451
43202-1,The Madrigal House,2021,Disney,Licensed,Encanto,Normal,Box,2,Retail,587.0,3.0,1684.0,4.2,4.0,57.49
45345-1,SPIKE Essential Set,2021,Education,Educational,SPIKE,Normal,Tub,0,Educational,442.0,4.0,64.0,0.0,1.0,349.95
45607-1,Small Angular Motor,2021,Education,Educational,SPIKE,Normal,{Not specified},0,{Not specified},1.0,,16.0,0.0,2.0,64.99
45609-1,Small Hub,2021,Education,Educational,SPIKE,Normal,{Not specified},0,{Not specified},2.0,,18.0,0.0,1.0,219.95
60275-1,Police Helicopter,2021,City,Modern day,Police,Normal,Box,2,Retail,51.0,2.0,1297.0,3.7,1.0,8.0
60276-1,Police Prisoner Transport,2021,City,Modern day,Police,Normal,Box,4,Retail,244.0,4.0,2025.0,3.7,3.0,14.99
60277-1,Police Patrol Boat,2021,City,Modern day,Police,Normal,Box,4,Retail,276.0,5.0,887.0,0.0,6.0,45.0
60279-1,Fire Hazard Truck,2021,City,Modern day,Fire,Normal,Box,2,Retail,87.0,1.0,1784.0,3.8,8.0,9.25
60281-1,Fire Rescue Helicopter,2021,City,Modern day,Fire,Normal,Box,4,Retail,212.0,3.0,1019.0,3.6,3.0,23.334
60282-1,Fire Command Unit,2021,City,Modern day,Fire,Normal,Box,4,Retail,380.0,4.0,1240.0,0.0,2.0,35.0
60283-1,Holiday Camper Van,2021,City,Modern day,Great Vehicles,Normal,Box,2,Retail,190.0,3.0,7767.0,3.8,9.0,14.45
60284-1,Roadwork Truck,2021,City,Modern day,Great Vehicles,Normal,Box,2,Retail,58.0,1.0,2972.0,3.7,3.0,10.0
60285-1,Sports Car,2021,City,Modern day,Great Vehicles,Normal,Box,2,Retail,89.0,1.0,4511.0,4.0,5.0,9.49
60286-1,Beach Rescue ATV,2021,City,Modern day,Great Vehicles,Normal,Box,2,Retail,79.0,1.0,2114.0,4.1,2.0,6.99
60287-1,Tractor,2021,City,Modern day,Great Vehicles,Normal,Box,2,Retail,148.0,2.0,7546.0,4.0,17.0,14.0
60288-1,Race Buggy Transporter,2021,City,Modern day,Racing,Normal,Box,4,Retail,210.0,2.0,2349.0,4.1,10.0,24.0
60289-1,Airshow Jet Transporter,2021,City,Modern day,Great Vehicles,Normal,Box,4,Retail,281.0,2.0,1436.0,3.8,4.0,28.5
60290-1,Skate Park,2021,City,Modern day,Town,Normal,Box,4,Retail,195.0,4.0,2673.0,3.6,1.0,34.1905
60291-1,Family House,2021,City,Modern day,Town,Normal,Box,4,Retail,388.0,4.0,2772.0,4.0,12.0,38.25
60292-1,Town Center,2021,City,Modern day,Town,Normal,Box,10,Retail,790.0,10.0,2207.0,4.0,11.0,90.0
60293-1,Stunt Park,2021,City,Modern day,Stuntz,Normal,Box,4,Retail,170.0,2.0,1413.0,3.4,1.0,19.8
60294-1,Stunt Show Truck,2021,City,Modern day,Stuntz,Normal,Box,6,Retail,420.0,4.0,1231.0,0.0,1.0,54.99
60295-1,Stunt Show Arena,2021,City,Modern day,Stuntz,Normal,Box,12,Retail,668.0,7.0,1140.0,0.0,5.0,72.25
60296-1,Wheelie Stunt Bike,2021,City,Modern day,Stuntz,Normal,Box,2,Retail,14.0,1.0,2496.0,4.0,18.0,5.0
60297-1,Demolition Stunt Bike,2021,City,Modern day,Stuntz,Normal,Box,2,Retail,12.0,1.0,3147.0,3.8,19.0,5.99
60298-1,Rocket Stunt Bike,2021,City,Modern day,Stuntz,Normal,Box,2,Retail,14.0,1.0,3372.0,3.9,21.0,8.0
60300-1,Wildlife Rescue ATV,2021,City,Modern day,Wildlife Rescue,Normal,Box,2,Retail,74.0,1.0,4503.0,3.8,3.0,9.999
60301-1,Wildlife Rescue Off-Roader,2021,City,Modern day,Wildlife Rescue,Normal,Box,6,Retail,157.0,3.0,2208.0,3.4,2.0,39.98
60302-1,Wildlife Rescue Operation,2021,City,Modern day,Wildlife Rescue,Normal,Box,8,Retail,525.0,4.0,2598.0,4.1,2.0,50.05
60303-1,City Advent Calendar,2021,City,Modern day,Seasonal,Normal,Box,1,Retail,349.0,7.0,2590.0,3.4,1.0,18.8
60304-1,Road Plates,2021,City,Modern day,Road Plates,Normal,Box,2,Retail,112.0,,5981.0,3.8,71.0,22.0
60305-1,Car Transporter,2021,City,Modern day,Great Vehicles,Normal,Box,4,Retail,342.0,2.0,2271.0,4.1,5.0,34.99
60306-1,Shopping Street,2021,City,Modern day,Town,Normal,Box,10,Retail,533.0,6.0,1549.0,4.1,1.0,60.0
60307-1,Wildlife Rescue Camp,2021,City,Modern day,Wildlife Rescue,Normal,Box,8,Retail,503.0,6.0,2144.0,3.9,5.0,96.99
60308-1,Seaside Police and Fire Mission,2021,City,Modern day,Police,Normal,Box,8,Retail,297.0,4.0,315.0,0.0,2.0,28.0
60309-1,Selfie Stunt Bike,2021,City,Modern day,Stuntz,Normal,Box,2,Retail,14.0,1.0,2086.0,3.8,11.0,4.99
60310-1,Chicken Stunt Bike,2021,City,Modern day,Stuntz,Normal,Box,2,Retail,10.0,1.0,4079.0,4.1,11.0,6.1
60311-1,Fire Stunt Bike,2021,City,Modern day,Stuntz,Normal,Box,2,Retail,11.0,1.0,2136.0,3.7,15.0,5.45
66666-1,LEGO Masters Co-pack 4 in 1,2021,Classic,Basic,Product Collection,Collection,Box,0,Retail - limited,613.0,,320.0,0.0,1.0,39.992
66671-1,Mech Armor Collection,2021,Marvel Super Heroes,Licensed,Product Collection,Collection,Box,0,Retail - limited,385.0,,325.0,0.0,12.0,45.0
66674-1,Skywalker Adventures Pack,2021,Star Wars,Licensed,Product Collection,Collection,{Not specified},0,Retail - limited,644.0,,869.0,4.5,26.0,80.5739
66677-1,2-in-1 Super Pack,2021,Super Mario,Licensed,Product Collection,Collection,Box,0,Retail - limited,244.0,,146.0,0.0,1.0,49.9
66678-1,LEGO Minifigures - Marvel Studios Series {Box of 6 random bags},2021,Collectable Minifigures,Miscellaneous,Marvel Studios,Random,Box,0,Retail - limited,0.0,,261.0,0.0,1.0,39.571
66684-1,Vehicles Gift Set,2021,City,Modern day,Product Collection,Collection,Box,0,Retail - limited,279.0,,232.0,0.0,2.0,23.0
71029-1,Paddle Surfer,2021,Collectable Minifigures,Miscellaneous,Series 21,Normal,Foil pack,2,Retail,7.0,1.0,5620.0,4.0,36.0,4.99
71029-2,Violin Kid,2021,Collectable Minifigures,Miscellaneous,Series 21,Normal,Foil pack,0,Retail,6.0,1.0,5560.0,3.8,20.0,55.5446
71030-1,Lola Bunny,2021,Collectable Minifigures,Miscellaneous,Looney Tunes,Normal,Foil pack,2,Retail,5.0,1.0,4428.0,3.7,41.0,4.99
71030-2,Bugs Bunny,2021,Collectable Minifigures,Miscellaneous,Looney Tunes,Normal,Foil pack,0,Retail,6.0,1.0,5106.0,4.3,28.0,74.7596
71030-3,Wile E. Coyote,2021,Collectable Minifigures,Miscellaneous,Looney Tunes,Normal,Foil pack,0,Retail,9.0,1.0,4974.0,4.3,1.0,250.0
71031-1,The Scarlet Witch,2021,Collectable Minifigures,Miscellaneous,Marvel Studios,Normal,Foil pack,2,Retail,8.0,1.0,5558.0,4.4,20.0,3.85
71031-2,The Vision,2021,Collectable Minifigures,Miscellaneous,Marvel Studios,Normal,Foil pack,0,Retail,8.0,1.0,5286.0,4.2,35.0,68.4
71031-3,Monica Rambeau,2021,Collectable Minifigures,Miscellaneous,Marvel Studios,Normal,Foil pack,0,Retail,10.0,1.0,4943.0,3.4,5.0,249.994
71380-1,Master Your Adventure,2021,Super Mario,Licensed,Maker Set,Normal,Box,3,Retail,366.0,4.0,1852.0,3.3,6.0,55.99
71381-1,Chain Chomp Jungle Encounter,2021,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail,160.0,2.0,2211.0,3.9,17.0,19.8247
71382-1,Piranha Plant Puzzling Challenge,2021,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail,267.0,3.0,1897.0,3.6,11.0,29.99
71383-1,Wiggler's Poison Swamp,2021,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail,374.0,3.0,2031.0,3.9,9.0,39.99
71384-1,Penguin Mario Power-Up Pack,2021,Super Mario,Licensed,Power-Up Pack,Normal,Box,2,Retail,18.0,,2530.0,4.0,40.0,9.35
71385-1,Tanooki Mario Power-Up Pack,2021,Super Mario,Licensed,Power-Up Pack,Normal,Box,2,Retail,13.0,,2536.0,3.7,16.0,10.38
71386-1,Huckit Crab,2021,Super Mario,Licensed,Character Pack - Series 2,Normal,Foil pack,20,Retail,,1.0,1598.0,3.8,6.0,4.684
71386-2,Spiny Cheep Cheep,2021,Super Mario,Licensed,Character Pack - Series 2,Normal,Foil pack,0,Retail,,1.0,1552.0,0.0,4.0,59.2329
71387-1,Adventures with Luigi,2021,Super Mario,Licensed,Starter Course,Normal,Box,5,Retail,280.0,4.0,3852.0,3.8,6.0,34.98
71388-1,Boss Sumo Bro Topple,2021,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail,231.0,2.0,1725.0,0.0,1.0,13.3787
71389-1,Lakitu Sky World,2021,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail,484.0,3.0,1676.0,0.0,3.0,39.99
71390-1,Reznor Knockdown,2021,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail,862.0,4.0,1487.0,0.0,2.0,45.0
71391-1,Bowser's Airship,2021,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail,1152.0,3.0,2497.0,4.1,11.0,83.55
71392-1,Frog Mario Power-Up Pack,2021,Super Mario,Licensed,Power-Up Pack,Normal,Box,2,Retail,11.0,,2039.0,3.7,11.0,8.5
71393-1,Bee Mario Power-Up Pack,2021,Super Mario,Licensed,Power-Up Pack,Normal,Box,2,Retail,13.0,,1951.0,0.0,38.0,7.65
71394-1,1-Up Mushroom,2021,Super Mario,Licensed,Character Pack - Series 3,Normal,Foil pack,20,Retail,,1.0,1270.0,0.0,25.0,3.15
71394-2,Amp,2021,Super Mario,Licensed,Character Pack - Series 3,Normal,Foil pack,0,Retail,,1.0,1129.0,0.0,5.0,68.99
71395-1,Super Mario 64 Question Mark Block,2021,Super Mario,Licensed,Miscellaneous,Normal,Box,7,LEGO exclusive,2064.0,,4039.0,4.5,12.0,159.944
71730-1,Epic Battle Set - Kai vs. Skulkin,2021,Ninjago,Action/Adventure,Epic Battle Set,Normal,Box,2,Retail,61.0,2.0,2105.0,4.0,3.0,10.99
71731-1,Epic Battle Set - Zane vs. Nindroid,2021,Ninjago,Action/Adventure,Epic Battle Set,Normal,Box,2,Retail,57.0,2.0,1956.0,3.8,6.0,12.99
71732-1,Epic Battle Set - Jay vs. Serpentine,2021,Ninjago,Action/Adventure,Epic Battle Set,Normal,Box,2,Retail,69.0,2.0,2066.0,3.9,5.0,5.51
71733-1,Epic Battle Set - Cole vs. Ghost Warrior,2021,Ninjago,Action/Adventure,Epic Battle Set,Normal,Box,2,Retail,51.0,2.0,2002.0,4.0,6.0,8.79
71734-1,Kai's Blade Cycle,2021,Ninjago,Action/Adventure,Rise of the Snakes,Normal,Box,2,Retail,54.0,2.0,880.0,3.5,1.0,8.45
71735-1,Tournament of Elements,2021,Ninjago,Action/Adventure,Tournament of Elements,Normal,Box,2,Retail,283.0,7.0,4157.0,4.3,6.0,29.862
71736-1,Boulder Blaster,2021,Ninjago,Action/Adventure,Tournament of Elements,Normal,Box,2,Retail,449.0,4.0,2958.0,4.1,7.0,31.98
71737-1,X-1 Ninja Charger,2021,Ninjago,Action/Adventure,Rebooted,Normal,Box,2,Retail,599.0,5.0,2152.0,3.7,9.0,67.2615
71738-1,Zane's Titan Mech Battle,2021,Ninjago,Action/Adventure,Possession,Normal,Box,2,Retail,840.0,4.0,3753.0,4.5,8.0,47.0
71739-1,Ultra Sonic Raider,2021,Ninjago,Action/Adventure,Rise of the Snakes,Normal,Box,2,Retail,725.0,7.0,1388.0,3.7,8.0,78.0
71741-1,NINJAGO City Gardens,2021,Ninjago,Action/Adventure,General,Normal,Box,10,LEGO exclusive,5685.0,22.0,8873.0,4.7,14.0,345.95
71742-1,Overlord Dragon,2021,Ninjago,Action/Adventure,The Final Battle,Normal,Box,2,Retail,372.0,2.0,2214.0,4.3,21.0,24.95
71745-1,Lloyd's Jungle Chopper Bike,2021,Ninjago,Action/Adventure,The Island,Normal,Box,2,Retail,183.0,3.0,2352.0,3.9,5.0,14.947
71746-1,Jungle Dragon,2021,Ninjago,Action/Adventure,The Island,Normal,Box,2,Retail,506.0,4.0,2925.0,4.3,7.0,37.3897
71747-1,The Keepers' Village,2021,Ninjago,Action/Adventure,The Island,Normal,Box,2,Retail,632.0,5.0,2646.0,4.4,8.0,48.0
71748-1,Catamaran Sea Battle,2021,Ninjago,Action/Adventure,The Island,Normal,Box,6,Retail,780.0,6.0,1549.0,4.1,4.0,60.0
71749-1,Final Flight of Destiny's Bounty,2021,Ninjago,Action/Adventure,Possession,Normal,Box,6,Retail,147.0,4.0,404.0,0.0,2.0,24.5
71750-1,Lloyd's Hydro Mech,2021,Ninjago,Action/Adventure,Seabound,Normal,Box,2,Retail,228.0,2.0,1637.0,4.0,4.0,19.1926
71752-1,Ninja Sub Speeder,2021,Ninjago,Action/Adventure,Seabound,Normal,Box,2,Retail,356.0,4.0,1040.0,4.0,2.0,35.0
71753-1,Fire Dragon Attack,2021,Ninjago,Action/Adventure,Pilot Season,Normal,Box,2,Retail,563.0,4.0,2378.0,4.1,12.0,55.0
71754-1,Water Dragon,2021,Ninjago,Action/Adventure,Seabound,Normal,Box,3,Retail,737.0,5.0,2098.0,4.5,8.0,50.0
71755-1,Temple of the Endless Sea,2021,Ninjago,Action/Adventure,Seabound,Normal,Box,4,Retail,1060.0,7.0,1592.0,4.3,6.0,85.0
71756-1,Hydro Bounty,2021,Ninjago,Action/Adventure,Seabound,Normal,Box,2,Retail,1159.0,10.0,1616.0,4.4,1.0,102.0
75295-1,Millennium Falcon Microfighter,2021,Star Wars,Licensed,MicroFighters,Normal,Box,2,Retail,101.0,1.0,11918.0,3.7,72.0,8.97
75296-1,Darth Vader Meditation Chamber,2021,Star Wars,Licensed,Episode V,Normal,Box,7,Retail,663.0,2.0,6991.0,4.2,47.0,59.896
75297-1,Resistance X-wing Starfighter,2021,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,60.0,2.0,3283.0,3.0,16.0,14.95
75298-1, AT-AT vs. Tauntaun Microfighters,2021,Star Wars,Licensed,MicroFighters,Normal,Box,4,Retail,205.0,2.0,10482.0,3.8,48.0,15.0
75299-1,Trouble on Tatooine,2021,Star Wars,Licensed,The Mandalorian,Normal,Box,2,Retail,276.0,3.0,19280.0,3.8,21.0,18.3562
75300-1,Imperial TIE Fighter,2021,Star Wars,Licensed,Episode IV,Normal,Box,2,Retail,432.0,3.0,14121.0,4.1,33.0,34.95
75301-1,Luke Skywalker's X-wing Fighter,2021,Star Wars,Licensed,Episode IV,Normal,Box,2,Retail,474.0,4.0,13863.0,4.2,9.0,35.0
75302-1,Imperial Shuttle,2021,Star Wars,Licensed,Episode VI,Normal,Box,2,Retail,660.0,3.0,8264.0,3.7,38.0,62.99
75304-1,Darth Vader Helmet,2021,Star Wars,Licensed,Helmet Collection,Normal,Box,8,Retail,834.0,,12462.0,4.2,20.0,53.3477
75305-1,Scout Trooper Helmet,2021,Star Wars,Licensed,Helmet Collection,Normal,Box,8,Retail,471.0,,11450.0,4.3,63.0,59.99
75306-1,Imperial Probe Droid,2021,Star Wars,Licensed,Episode V,Normal,Box,8,Retail,683.0,,11215.0,4.1,35.0,50.0
75307-1,Star Wars Advent Calendar,2021,Star Wars,Licensed,Seasonal,Normal,Box,1,Retail,335.0,7.0,9291.0,3.6,22.0,47.9816
75308-1,R2-D2,2021,Star Wars,Licensed,Miscellaneous,Normal,Box,8,LEGO exclusive,2314.0,1.0,9088.0,4.4,12.0,177.4929
75309-1,Republic Gunship,2021,Star Wars,Licensed,Ultimate Collector Series,Normal,Box,9,LEGO exclusive,3292.0,2.0,6304.0,4.5,11.0,325.0
75310-1,Duel on Mandalore,2021,Star Wars,Licensed,The Clone Wars,Normal,Box,2,Retail,147.0,2.0,14819.0,3.7,81.0,17.98
75311-1,Imperial Armored Marauder,2021,Star Wars,Licensed,The Mandalorian,Normal,Box,2,Retail,478.0,4.0,11024.0,4.3,66.0,40.0
75312-1,Boba Fett's Starship,2021,Star Wars,Licensed,The Mandalorian,Normal,Box,2,Retail,593.0,2.0,13230.0,4.2,21.0,34.95
10297-1,Boutique Hotel,2022,Icons,Model making,Modular Buildings Collection,Normal,Box,9,LEGO exclusive,3066.0,7.0,11519.0,4.4,15.0,175.2
10298-1,Vespa 125,2022,Icons,Model making,Vehicles,Normal,Box,8,LEGO exclusive,1106.0,,5066.0,4.1,4.0,70.0
10300-1,Back to the Future Time Machine,2022,Icons,Model making,Vehicles,Normal,Box,8,LEGO exclusive,1872.0,2.0,8363.0,4.6,12.0,159.944
10302-1,Optimus Prime,2022,Icons,Model making,Licensed,Normal,Box,7,LEGO exclusive,1508.0,,6910.0,4.3,8.0,137.67
10303-1,Loop Coaster,2022,Icons,Model making,Fairground Collection,Normal,Box,2,LEGO exclusive,3756.0,11.0,2865.0,4.6,1.0,345.0
10305-1,Lion Knights' Castle,2022,Icons,Model making,Castle System,Normal,Box,14,LEGO exclusive,4514.0,22.0,6083.0,4.8,7.0,329.99
10306-1,Atari 2600,2022,Icons,Model making,Licensed,Normal,Box,7,LEGO exclusive,2532.0,1.0,2120.0,0.0,5.0,199.0
10307-1,Eiffel Tower,2022,Icons,Model making,Landmarks,Normal,Box,21,LEGO exclusive,10001.0,,1825.0,4.2,1.0,624.99
10308-1,Holiday Main Street,2022,Icons,Model making,Winter Village Collection,Normal,Box,28,LEGO exclusive,1514.0,6.0,6474.0,4.1,13.0,78.82
10309-1,Succulents,2022,Icons,Model making,Botanical Collection,Normal,Box,21,Retail,771.0,,7180.0,4.3,3.0,57.0
10311-1,Orchid,2022,Icons,Model making,Botanical Collection,Normal,Box,7,Retail,608.0,,8878.0,4.5,3.0,53.0
10497-1,Galaxy Explorer,2022,Icons,Model making,Space System,Normal,Box,9,Retail,1254.0,5.0,9432.0,4.8,47.0,79.95
10778-1,"Mickey, Minnie and Goofy's Fairground Fun",2022,Disney,Licensed,Mickey and Friends,Normal,Box,6,Retail,184.0,3.0,784.0,0.0,6.0,42.2604
10783-1,Spider-Man at Doc Ock's Lab,2022,Marvel Super Heroes,Licensed,Spidey and His Amazing Friends,Normal,Box,6,Retail,131.0,3.0,875.0,0.0,3.0,26.991
10784-1,Spider-Man Webquarters Hangout,2022,Marvel Super Heroes,Licensed,Spidey and His Amazing Friends,Normal,Box,6,Retail,155.0,5.0,890.0,0.0,3.0,44.99
10963-1,Spider-Man & Friends: Funfair Adventure,2022,Duplo,Pre-school,Spidey and his Amazing Friends,Normal,Box,2,Retail,41.0,4.0,61.0,0.0,1.0,31.5
10978-1,Creative Building Time,2022,Duplo,Pre-school,,Normal,Box,4,Retail,120.0,,41.0,0.0,1.0,31.02
11017-1,Creative Monsters,2022,Classic,Basic,Creative Fun,Normal,Box,2,Retail,140.0,,838.0,0.0,2.0,9.99
11022-1,Space Mission,2022,Classic,Basic,Miscellaneous,Normal,Box,7,Retail,1700.0,,644.0,0.0,1.0,55.0
11023-1,Green Baseplate,2022,Classic,Basic,Baseplates,Normal,Shrink-wrapped,0,Retail,1.0,,864.0,0.0,38.0,7.22
11024-1,Gray Baseplate,2022,Classic,Basic,Baseplates,Normal,Shrink-wrapped,0,Retail,1.0,,804.0,0.0,30.0,14.6
11026-1,White Baseplate,2022,Classic,Basic,Baseplates,Normal,Shrink-wrapped,0,Retail,1.0,,885.0,0.0,31.0,6.252
11963-1,Dinosaur,2022,Creator,Model making,Magazine Gift,Other,Polybag,0,Retail - limited,51.0,,363.0,0.0,1.0,10.99
11966-1,Pirate Ship,2022,Creator,Model making,Magazine Gift,Other,Polybag,0,Retail - limited,33.0,,313.0,0.0,3.0,6.0
11967-1,Dragon,2022,Creator,Model making,Magazine Gift,Other,Polybag,0,Retail - limited,58.0,,248.0,0.0,1.0,6.5267
21057-1,Singapore,2022,Architecture,Model making,Skylines,Normal,Box,7,Retail,827.0,,3614.0,4.0,9.0,45.0
21058-1,The Great Pyramid of Giza,2022,Architecture,Model making,Landmark Series,Normal,Box,7,{Not specified},1476.0,,3405.0,4.3,5.0,97.0
21177-1,The Creeper Ambush,2022,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,72.0,2.0,2355.0,4.0,4.0,11.0
21178-1,The Fox Lodge,2022,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,193.0,2.0,2384.0,4.1,5.0,19.99
21180-1,The Guardian Battle,2022,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,255.0,1.0,1642.0,4.3,1.0,18.0
21184-1,The Bakery,2022,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,154.0,3.0,888.0,0.0,1.0,25.0
21188-1,The Llama Village,2022,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,1252.0,6.0,576.0,0.0,3.0,96.03
21189-1,The Skeleton Dungeon,2022,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,364.0,4.0,732.0,0.0,1.0,39.99
21331-1,Sonic the Hedgehog - Green Hill Zone,2022,Ideas,Miscellaneous,Licensed,Normal,Box,7,Retail - limited,1125.0,1.0,5084.0,4.1,4.0,58.0
21332-1,The Globe,2022,Ideas,Miscellaneous,,Normal,Box,7,Retail - limited,2585.0,,3852.0,4.2,3.0,165.0
21333-1,Vincent van Gogh - The Starry Night,2022,Ideas,Miscellaneous,Licensed,Normal,Box,7,Retail - limited,2316.0,1.0,5728.0,4.6,7.0,149.95
21334-1,Jazz Quartet,2022,Ideas,Miscellaneous,,Normal,Box,21,Retail - limited,1606.0,,1947.0,4.7,2.0,89.9
21335-1,Motorized Lighthouse,2022,Ideas,Miscellaneous,,Normal,Box,9,Retail - limited,2065.0,2.0,3743.0,4.7,1.0,285.0
